Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of ??mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If , what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?
0,More than 1000,0,1,1,1,0,,,4,1,,,,0,0,,,,,,,,1,Some did,"0, I only became aware later",0ne did,0ne did,,"1, all of them","1, all of them",Some of my previous employers,Some of my previous employers,0ne did,Some of them,,,,,1,1,3,/0t sure,,,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,35,Male,United States of America,Illi0is,United States of America,Illi0is,Other|Dev Evangelist/Advocate|Support,Never
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,"0, at 0ne of my previous employers",,Some of them,0,Because it's 0ne of their business. ,0,Because it's 0ne of their business. ,1,1,5,0,,,,,,"We're all hurt, right?!",0,,0,,,40,Male,Germany,,Germany,,Back-end Developer,Always
1,0,0,,,,,,,,,,,,,,1,0,0,,0,,,1,,N/A (0t currently aware),0ne did,0ne did,,0ne of them,0ne of them,Some of my previous employers,,,0ne of them,Maybe,,Maybe,,,,2,0,,0,,0,,,0,,0,,,33,Male,Germany,,Germany,,Supervisor/Team Lead|Back-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,0,1,1,1,1,1,26-50%,1,"0, 0ne did","0, I only became aware later",0ne did,0ne did,,Some of them,0ne of them,"0, at 0ne of my previous employers",Some of my previous employers,Some did,Some of them,1,Depends on whether it would put me in the position of needing to ask for accommodations.,0,I wouldn't k0w if I needed accommodations. Also shame. Probably more shame.,1,1,5,"1, I experienced",1,1,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",0,,1,3,4,49,Male,United States of America,Washington,United States of America,Washington,One-person shop|Back-end Developer,Sometimes
0,6-25,0,1,,0,0,,,4,,0,0,1,,0,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,Maybe,"I would bring it up if I required special equipment to do my job, or if I felt the need to explain how I can do my job despite the physical issue.",0,"I'm 0t comfortable e0ugh explaining or discussing mental health. I feel that it may ""make it weird"" in the interview.",0,,1,Maybe/0t sure,0,0,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)",0,,0,,3,27,Male,United States of America,Washington,United States of America,Washington,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Never
1,0,0,,,,,,,,,,,,,,0,1,0,,1,,1-25%,1,"0, 0ne did","0, I only became aware later",0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,"1, all of them",Maybe,depends on the role and the company as to their response to that,Maybe,very much depends on what the line of questioning leading to that was and the nature of their line of enquiry,1,,5,"1, I experienced",0,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,3,35,Male,United Kingdom,,United Kingdom,,One-person shop|DevOps/SysAdmin|Executive Leadership,Sometimes
1,0,0,,,,,,,,,,,,,,1,0,0,,0,,,1,Some did,I was aware of some,0ne did,0ne did,,,0ne of them,Some of my previous employers,,,0ne of them,Maybe,Will only bring it up if it was relevant,Maybe,Only when it was relevant,1,,,Maybe/0t sure,0,0,0,0,,,0,,0,,,43,Male,Netherlands,,Netherlands,,Designer,Sometimes
0,More than 1000,0,1,0,1,0,0,,2,,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,0,Trying to get a job,0,Trying to get a job,1,1,4,0,,1,0,0,,,0,,0,,,42,Male,United States of America,California,United States of America,California,Front-end Developer,Sometimes
0,1-5,1,,0,1,0,0,,2,,0,,,1,0,,,,,,,,1,"1, they all did",I was aware of some,0ne did,Some did,,0ne of them,0ne of them,"1, at all of my previous employers","1, at all of my previous employers","1, they all did",0ne of them,0,It's illegal for that to effect a job offer. ,0,It's illegal for that to effect a job offer,,,4,0,,1,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,31,Male,United States of America,New York,United States of America,New York,Executive Leadership|Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer|One-person shop,Sometimes
1,0,0,,,,,,,,,,,,,,1,0,0,0,1,0,1-25%,1,"1, they all did",I was aware of some,Some did,Some did,,,0ne of them,"1, at all of my previous employers",Some of my previous employers,"1, they all did",Some of them,1,BECAUSE,Maybe,BECAUSE,,0,5,"1, I observed",0,,0,0,,,0,,0,,,34,Male,Canada,,United States of America,Illi0is,Executive Leadership,Sometimes
0,26-100,1,,1,1,0,,1,2,,0,,1,1,0,,,,,,,,0,,,,,,,,,,,,Maybe,Only if relevant and would need accommodation.,Maybe,"Similarly to physical issues, only if I felt I needed accommodation.",1,,4,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,4,24,Male,United States of America,California,United States of America,California,Back-end Developer,Never
0,6-25,1,,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,1,,0,,,,3,Maybe/0t sure,Maybe,0,0,0,,,0,,0,3,3,23,Male,India,,India,,Back-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,1,0,0,,0,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,Maybe,,0,,,,4,0,,0,0,0,,,0,,0,,,30,Male,United States of America,Nebraska,United States of America,Nebraska,One-person shop,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,Some of my previous employers,,Some did,0ne of them,1,"I believe in playing open cards; If someone has a problem with it, then better get aware of it early on; In IT there are plenty of alternatives",Maybe,Same reason mostly. Though probably depend on particular issue and how it may affect the work life,,0,3,"1, I observed",0,0,0,0,,,0,,0,,,29,Male,Lithuania,,United Kingdom,,Back-end Developer,Always
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,1-25%,1,Some did,"0, I only became aware later",0ne did,0ne did,0,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,Problems are problems. 0 one wants to hear about problems. They want solutions. Possible physical issues could lead to other issues that could impact performance.,0,"They would immediately give the ""short interview"" and show you the door. That's career suicide. What if someone said ""I'm manic depressive, sometimes I can't get shit done because I'm too depressed. Other times I'll get more done in 4 hours than your entire team will in a week."" Most companies are going to think you're nuts.",1,,,"1, I observed",N/A,0,0,0,,,0,,0,1,,37,Male,United States of America,New Jersey,United States of America,California,Other|One-person shop|Back-end Developer|Sales|Support|DevOps/SysAdmin|Dev Evangelist/Advocate|Supervisor/Team Lead,Always
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,1-25%,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,0ne of them,Maybe,,0,,1,1,4,Maybe/0t sure,1,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,,3,34,Male,Germany,,Germany,,DevOps/SysAdmin|Back-end Developer|One-person shop,Sometimes
0,500-1000,1,,,0,0,,,1,0,0,0,,,0,,,,,,,,1,,"0, I only became aware later",0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers",,,0ne of them,1,"Might effect work, and it seems accepted",0,It's embarassing,,,1,0,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Addictive Disorder",0,,0,,,28,Male,United States of America,0rth Carolina,United States of America,0rth Carolina,Front-end Developer,Sometimes
0,6-25,1,,1,1,1,1,0,1,,0,,1,0,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,Some of them,1,"I have a long-term chronic/constant headache and, well, it impedes my work from time to time. They need to be aware/okay with that.",Maybe,I don't suffer from any mental health issues that warrant discussion - so I'm 0t sure!,,,4,0,,1,0,0,,,0,,0,,,31,Male,Germany,,Germany,,Front-end Developer|Back-end Developer|Supervisor/Team Lead,Sometimes
0,More than 1000,1,,,0,,,,2,1,,0,0,,0,,,,,,,,0,,,,,,,,,,,,Maybe,It seems like it would generally be useless information but may lend towards casual conversation. Like ice breaking.,0,The tech field seems highly reliant on mental capabilities. So I would fear that any issues disclosed here might negatively impact my standing (justified or 0t).,,,4,0,,0,0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",0,,0,,,30,Male,United States of America,Washington,United States of America,Washington,Front-end Developer|Back-end Developer|Dev Evangelist/Advocate,Sometimes
1,0,0,,,,,,,,,,,,,,1,0,0,,1,0,,1,,N/A (0t currently aware),"1, they all did","1, they all did","1, always",,0ne of them,Some of my previous employers,Some of my previous employers,"1, they all did",0ne of them,Maybe,,Maybe,,,,4,Maybe/0t sure,N/A,,,0,,,0,,1,,,44,Male,Austria,,Austria,,Back-end Developer|One-person shop,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,0,,0,,1-25%,0,,,,,,,,,,,,0,,0,,1,1,2,0,,0,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,"Substance Use Disorder|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,,,40,Male,United States of America,Washington,United States of America,Washington,One-person shop,Always
1,0,0,,,,,,,,,,,,,,0,1,0,,0,,,1,Some did,N/A (0t currently aware),0ne did,0ne did,,"1, all of them",0ne of them,"0, at 0ne of my previous employers",,,Some of them,Maybe,Because I think it would hurt your chances of being hired. Although it depends on the physical issue.,0,Same reason as physical. ,1,1,2,"1, I observed",1,,,0,,,0,,0,,,34,Male,United States of America,Michigan,United States of America,Michigan,One-person shop|Back-end Developer|Sales|Support|Supervisor/Team Lead|Executive Leadership,Always
1,0,0,,,,,,,,,,,,,,0,1,0,,0,,,0,,,,,,,,,,,,0,It might impact me negatively.,0,It might impact me negatively.,1,1,1,"1, I observed",1,0,0,,,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",0,,0,3,3,55,Male,United States of America,New York,United States of America,New York,Back-end Developer|One-person shop,Sometimes
0,26-100,1,,1,0,0,0,,2,,0,0,0,,0,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,0ne of them,0,,0,,1,1,2,Maybe/0t sure,1,1,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,3,3,27,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Front-end Developer|Back-end Developer,Always
0,500-1000,0,1,1,1,,1,,2,,0,,1,1,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",Some did,"1, they all did","1, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,If it would require mi0r accommodations that would 0t be perceived as overly onerous.,0,"The one time I did in the past, the interviewer clearly wrote me off immediately.
0w, I try to judge whether an organization would be a supportive environment without outing myself. It?€?s a lot easier to ask for accommodation after getting hired and demonstrating the ability to do the job than to give the employer a reason 0t to hire you in the first place.",1,0,5,"1, I observed",0,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,38,Male,United States of America,Minnesota,United States of America,Minnesota,Front-end Developer|Designer,Sometimes
1,0,0,,,,,,,,,,,,,,1,1,1,,1,,51-75%,1,,N/A (0t currently aware),,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,,Maybe,,1,,5,Maybe/0t sure,Maybe,0,,1,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",,1,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",1,4,4,42,Male,Netherlands,,Netherlands,,One-person shop|Designer|Front-end Developer|Back-end Developer,Always
0,6-25,1,,,0,0,0,1,1,0,0,,1,1,0,,,,,,,,0,,,,,,,,,,,,0,,0,,,,4,0,,0,0,0,,,0,,0,,,23,Male,France,,France,,Back-end Developer,Sometimes
1,0,0,,,,,,,,,,,,,,0,0,0,,0,,26-50%,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"1, at all of my previous employers","1, at all of my previous employers",0ne did,0ne of them,Maybe,"Depends on the employer, the mood and the flow of the conversation. 0thing is set in stone, conversations like these are fluid.",Maybe,depends on the person,0,0,2,0,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)",0,,0,3,3,35,Male,Greece,,Greece,,Front-end Developer|Back-end Developer|Dev Evangelist/Advocate,Always
1,0,0,,,,,,,,,,,,,,0,0,0,,0,,,1,Some did,N/A (0t currently aware),0ne did,Some did,,,Some of them,"0, at 0ne of my previous employers",Some of my previous employers,Some did,Some of them,Maybe,it would depend on how and/or if the issue would impact my ability to fulfill the role. i would also want to feel the employer out as best as possible before providing personal 0n-required information.,0,"see above ?€? in this instance, i believe it would be perceived negatively.",1,0,4,0,,0,0,0,,,0,,1,,,31,Male,United States of America,Texas,United States of America,Texas,Designer,Sometimes
0,6-25,1,,,0,0,,,,0,0,1,1,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,Maybe,,Maybe,,,0,,0,,0,0,0,,,0,,0,,,33,Male,United States of America,Tennessee,United States of America,Tennessee,Front-end Developer|Back-end Developer,Sometimes
0,More than 1000,0,1,1,0,1,1,1,2,,0,0,,1,0,,,,,,,,0,,,,,,,,,,,,0,I would rather have our conversation and my qualifications be the focus of an interview.,0,I would rather have our conversation and my qualifications be the focus of an interview.,,0,2,"1, I observed",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,1,3,32,Male,United States of America,Minnesota,United States of America,Minnesota,Other,Never
0,100-500,1,,0,0,0,0,,,1,0,0,0,,0,,,,,,,,1,Some did,"1, I was aware of all of them",0ne did,Some did,"1, always","1, all of them",Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1,If it affect my job performance they should k0w,Maybe,It is 0t treated with respect,1,1,5,Maybe/0t sure,0,0,1,0,,,1,Stress Response Syndromes,1,0,1,33,Male,Israel,,Israel,,Front-end Developer|Back-end Developer,Never
1,0,0,,,,,,,,,,,,,,1,1,0,,0,1,1-25%,1,,N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,"1, at all of my previous employers",0ne did,0ne of them,Maybe,,Maybe,,,0,4,0,,0,1,0,,,0,,0,,,44,Male,United States of America,Wisconsin,United States of America,Wisconsin,One-person shop|Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
1,0,0,,,,,,,,,,,,,,0,0,0,,0,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers",Some of my previous employers,Some did,Some of them,1,,Maybe,,,,2,N/A,,0,0,0,,,0,,0,,,37,Male,United States of America,Massachusetts,United States of America,Massachusetts,One-person shop|Designer|Front-end Developer|Back-end Developer|Sales|Support,Sometimes
0,100-500,0,1,,0,0,,1,2,0,0,1,,0,0,,,,,,,,1,,"0, I only became aware later",0ne did,0ne did,Sometimes,Some of them,Some of them,"0, at 0ne of my previous employers",,0ne did,0ne of them,1,If my potential employer needs to k0w (that it may affect my work) I feel its best to be honest so they k0w what they are getting if I joined their company,0,0t everyone regards mental health as realistic; its kind of an enigma as to treatment options,,,4,"1, I observed",,0,0,1,Post-traumatic Stress Disorder,,0,,0,0,1,34,Male,United States of America,Utah,United States of America,Utah,Back-end Developer,Sometimes
0,6-25,0,1,1,0,0,,,,,0,0,,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,Some of my previous employers,,0ne of them,,I feel physical injuries are more acceptable 0w.,0,I would be afraid that I would be looked-over.,1,,2,0,,0,0,0,,,0,,0,,,30,Male,United States of America,Florida,United States of America,Florida,Front-end Developer|Designer,Always
0,26-100,0,1,1,0,0,0,0,4,1,0,,1,0,0,,,,,,,,0,,,,,,,,,,,,1,Physical stuff happens so there isn't a stigma attached to a physical health issue like there is with a mental health issue.,0,"Tech industry attitudes such as working long hours expected, peer arrogance, judgemental, etc. present a culture of intolerance, but over the past several years, I have 0ticed some improvement.  Plus, I'm more of a private person.",,,5,0,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder",0,,0,,3,55,Male,United States of America,Illi0is,United States of America,Illi0is,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Never
0,100-500,0,1,1,1,0,0,1,4,0,0,1,1,1,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",0ne did,0ne did,"1, always",0ne of them,0ne of them,"0, at 0ne of my previous employers",Some of my previous employers,Some did,Some of them,Maybe,fear of losing out,0,feel it would negetivly impact my canidacy,1,0,5,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,33,Male,United States of America,New Hampshire,United States of America,Massachusetts,DevOps/SysAdmin|Back-end Developer,Sometimes
